directory,path,filename,size_bytes,size_mb,opened,fps,frame_count,duration_s,width,height,resolution,aspect,codec,label,label_token,player,fps_unusual,short_lt_0p7s,long_gt_60s,zero_frames,dup_group,session_cluster,nearest_other_video,nearest_score,phash8
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 005540.mp4,Screen Recording 2026-08-14 005540.mp4,2903639,2.904,True,30.0,81,2.7,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,video8.mov,0.3188,3152a5ed68a35a81a61209948426e81891e90393073402410aac3b5024a1|3152a5ed68a35a81a61209948426e81891c90393077402410aac3b5024a1|3152a5ed68a35a81a61209948426e81891c90393077402410bac3b5024a1|3152a5ed68a35a81a61209948426e81891e903d3073403410aac3b5024a1|3152a5ed68a35a81a61209948426e81891e903d307b403410aac395024a1|3152a5ed68a35a81a61209948426e81891e903d307b403410aac395024a0|3152a5ed68a35a81a61209948426e81891e903d307b403410aac395024a0|3152a5ed68a35a81a61209948426e81891e903d307b403410aac395125a0
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 005601.mp4,Screen Recording 2026-08-14 005601.mp4,6226503,6.227,True,30.0,159,5.3,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,D1_video8_session_cuts,S1,video8.mov,0.48,3152a5ed68a35a81a61209948424e81891e903d307b403410aac395024a1|3152a5ed68a35a81a61209948426e81891f103d307b403410aac3b5024a1|3152a5ed68a34a81a61209948426e81891e903d3073403410aac3b5024a1|3152a5ed68a35b81a612099c8426e85891a90393077402410bac3b5024a1|3152a5ed68a35b81a612099c842ee81091d103b3075402c109ac3b5024a0|3152a5ed68a35a81a616099c8426e85891b904fb03d403c10fac0b5035a0|3152a5ed68a35a81a616099c8426e848917906fb05d403c10bac2b5035a0|3152a5ed68a35a81a616099c8426e848917906fb05d403c10bac2b5115a0
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 005619.mp4,Screen Recording 2026-08-14 005619.mp4,5452428,5.452,True,30.0,145,4.833,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,D1_video8_session_cuts,S1,video8_shot10_jump.mp4,0.6176,3152a5ed68a35a81a616099c8426e82891d9077b06d401c10bac335025a0|3152a5ed68a35a81a61609928426e8309199073b075401c109ac335025a0|3152a4ed68a35a81a616099c8426e83491b907ab075402c109ac335025a0|3152a5ed68a35a81a616099c8426e82c91a9076b06d401c10bac375025a0|3152a5ed68a35a81a616099c8426e84891e906eb05d403c10bac2b5035a0|3152a5ed68a35a81a616099c8426e81c91a907fb0fd403c10bac3b5025a0|3152a5ed68a35a81a616099c8426e81c91a907fb0fd403c10bac3b5025a0|3152a5ed68a35a81a616099c8426e81891a907fb0fd403c10bad3b5125a0
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 005642.mp4,Screen Recording 2026-08-14 005642.mp4,4412883,4.413,True,30.0,117,3.9,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,Screen Recording 2026-08-14 011917.mp4,0.2425,3152a4cd69a35a81a616099c8426e82091b9076b0ed401c10bac135025a0|3152a5ed68a35a81a616099c8426e82c91a9076b0ed401410bac135025a0|3156a5ed68a35a81a616099c8426e82491a9076b0ed401410bac375025a0|3152a5ed68a35a81a616099c8426e82c91a9076b0ed403410bac175025a0|3156a5ed69a35a81a616099c842ee82491a9077b0ed401410bac135025a0|3156a5ed69a35a81a616099c842ee82491a9077b0ed401c10ba4135025a0|3156a5ed69a35a81a616099c8426e82491a9077b0ed401c10bac135025a0|3156a5ed69a35a81a616099c8426e82491a9077b0ed401c10bac135125a0
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 005704.mp4,Screen Recording 2026-08-14 005704.mp4,9448050,9.448,True,30.0,250,8.333,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,Screen Recording 2026-08-14 005915.mp4,0.1769,3156a5ed69a35a81a616099c8424e82491a9077b0ed401c10bac135025a0|3156a5ed69a35a81a616099c8426e82491a9077b0ed401c10bac135025a0|3156a5ed69a35a81a616099c8426e82491a9077b0ed401c10bac135025a0|3152a5ed69a35a81a616099c842ae83091b9076b0ed400c109ac135025a0|3152a5ed69a35a81a616899c8426e810919907bb0f5402c10bac1b5025a0|3152a5ed69a35a81a616099c842ae814919907bb0f5402c109ac1b5125a0|3152a5ed69a35a81a616099c8426e81c91a307ee0fdc03110bac1b5025a8|3152a5ed69a35a81a616099c8426e81c91a507ea0fd403210b6c1a5025a8
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 005724.mp4,Screen Recording 2026-08-14 005724.mp4,2865474,2.865,True,30.0,89,2.967,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,Screen Recording 2026-08-14 011954.mp4,0.3313,3152a5ed69a35a85a616099c8426e82491b9077b0ed401c10bac135125a8|3152a4ed69a35a85a616099c8426e82c91b9077b0ed401410bac135125a8|3152a5ed69a35a85a616099c8426e82c91a9077b0ed401410bac135125a8|3152a5ed69a35a81a616099c8426e86c91a9077b0ed401410bac135125a8|3152a5ed69a35a81a616099c8426e86c91a9067b0dd401410bac27512da8|3152a5ed69a35a81a616099c8426e86c91a9067b0dd401410bac27512da8|3152a5ed69a35a81a616099c8426e86c91a9067b0dd401410bac37502da8|3152a5ed69a35a81a616099c8426e86c91a9067b0dd401410bac27512da8
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 005744.mp4,Screen Recording 2026-08-14 005744.mp4,5438311,5.438,True,30.0,134,4.467,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,Screen Recording 2026-08-14 021059.mp4,0.3083,3152a5ed69a35a85a616099c8426e848916906fb0dd403410fac2b511da0|3152a5ed69a35a85a616099c8426e86c918906fb0cd403410bac2b512da0|3152a5ed69a35285a6160994842ee86c91a9067b0ed401410bac07512da0|3152a5ed69a35a85a616099c842ee86c91a9067b0cd403410bac23512da0|3152a5ed69a35a85a616099c8426e85c916906fb0dd4034107ac2b5125a0|3156a5cd69e35a85a616099c8426e85c916906fb0dd4034107ac2b5125a0|3156a5cd69e35a85a616099c8426e85c916906fb0dd4034107ac3b5025a0|3156a5cd69e35a81a616099c8426e85c916906fb0dd4034107ac2b5125a0
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 005827.mp4,Screen Recording 2026-08-14 005827.mp4,3811516,3.812,True,30.0,106,3.533,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,Screen Recording 2026-08-14 012053.mp4,0.2866,3152a5ed69a35a85a6160994842ee82c91a9077b0fd401410bac335125a0|3152a5ed69a35a85a616099c8426e82c91a9077b0fd401410bac335125a0|3152a5ed69a35a85a616099c8426e86c91a9067b0dd401410bac335125a0|3152a5ed69a35a85a616099c8426e868916906fb0dd403410bac1b5035a0|3152a5ed69a35a85a616099c8426e82491a9077b0ed401410bac135035a0|3152a5ed69a35a85a616099c8426e82c91a906730dd401410bac1b5035a0|3152a5ed69a35a85a616099c8426e82c91a906730dd401410bac1b5025a0|3152a5ed69a35a85a616099c8426e82c91a906730dd401410bac335125a0
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 005915.mp4,Screen Recording 2026-08-14 005915.mp4,8577678,8.578,True,30.0,228,7.6,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,Screen Recording 2026-08-14 005704.mp4,0.1769,3152a5ed69a35a85a616099c8426e82c91e907730cd401410bac1b5025a0|3152a5ed69a35a85a616099c8426e82491e907730ed401c10bad9b5325a0|3152a5ed69a35a85a616099c8426e82c91a907730ed401410badb35725a0|3152a5ed69a35a85a616099c8426e83491d907bb0f5402c109adb35725a8|3152a5ed69a35a85a616099c842ae854919907b30f5402c109ad9b5725a8|3152a5ed69a35a85a616099c842ae854919907bb0f5402c109ad9b5725a0|3152a5ed69a35a85a616099c8426e86891c9067b0cd403410badaf5725a0|3152a5ed69a35a85a616099c8426e86891a9067b0cd403410badab5325a0
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 005934.mp4,Screen Recording 2026-08-14 005934.mp4,7050235,7.05,True,30.0,187,6.233,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,Screen Recording 2026-08-14 011935.mp4,0.2326,3152a5ed69a35a85a616099c8426e86891e9067b0cd403410bac235125a0|3152a5ed69a35a85a616099c8426e86891e9067b0dd403410bac275125a8|3152a5ed69a35a81a616099c8426e82891c9077b0ed401410bac335125a8|3152a5ed69a35a85a616099c8426e82891a9077b0ed401410bac375125a8|3152a5ed69a35a85a616099c842ee8689169067b0dd403410bac23512da0|3152a5ed69e35a85a616099c842ee84c916906fb0dd403410bac2b5115a8|3152a5ed69a35a85a616099c8426e848918906fb0dd403410bac0b5135a8|3152a5ed69a35a85a616099c8426e848918906fb0dd403410bac0b5035a8
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 005953.mp4,Screen Recording 2026-08-14 005953.mp4,7295259,7.295,True,30.0,189,6.3,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,D1_video8_session_cuts,S1,video8_shot10_jump.mp4,0.5132,3152a5ed69a35a85a616099c8426e86891c9067b0dd403410bac23512da8|3152a5ed69a35a85a616099c8426e830919907bb0e5402c109ac135125a8|3152a5ed69a35a85a616099c8426e83491d907bb0f5402c109ac1b5125a8|3152a5ed69a35a85a616099c8426e82091a9077b0ed401410bac175025a8|3152a5ed69a35a85a616099e8424e83091d107b30e7400c10ba4075025a0|3152a5ed69a35a81a616c99b8427883611dc07b30e7400c10bac075125a0|3152a5ed69a35a85a616c99b8427883611dc07b30e7400c10ba4075125a0|3152a5ed69a35a85a616099e8424e83091d107b30e7400c10ba4075125a0
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 010914.mp4,Screen Recording 2026-08-14 010914.mp4,6335027,6.335,True,30.0,161,5.367,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,Screen Recording 2026-08-14 005953.mp4,0.3448,3152a5ed69a35a85a616099c8426e86c91c906fb0dd4034107ac0f503da0|3152a5ed69a35a85a616099c8426e82491c9077b0ed401c109ac335025a8|3152a5ed69a35a85a616099a8426e834919907bb0f5402c109ac1b5025a0|3152a4ed69a35a85a616099c8426e824919907330e5400c10bac135125a0|3152a5ed69a35a85a616099c8426e82491a907730ed401410bac135125a0|3152a5ed69a35a81a616099c8426e86c91a9067b0dd401410bac135125a0|3152a5ed69a35a85a616099c8426e86e91a9066b0dd403410ba4375025a8|3152a5ed69a35a81a616099c8426e86c91a9067b0dd403410ba4335125a0
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 010937.mp4,Screen Recording 2026-08-14 010937.mp4,5993676,5.994,True,30.0,155,5.167,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,video8_shot09_set.mp4,0.3442,3152a5ed69a35a85a616099c8426e86891a9066b0dd403410bac175025a8|3152a5ed69a35a85a616099c8424e81091a907bb0f7402c109ac3b5125a8|3152a5ed69a35a85a616099d8422e85891a907d30f3403410aac195125a8|3152a4ed69a35a85a616099c8426e85891a907d30f3403410aac395125a0|3152a5ed69a35a85a616099c8426e854919907b30f7402c109ac1b5125a8|3152a5ed69a35a85a616099a8c26e81891b107db0f3402a1096412d025a0|3152a5ed69a35a85a616099c8c26e83491b907230e5400c10ba4135025a0|3152a5ed69a35a85a616099c8c26e83491b907230e5400c10ba4135025a0
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 010958.mp4,Screen Recording 2026-08-14 010958.mp4,9020429,9.02,True,30.0,239,7.967,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,video8_shot10_jump.mp4,0.318,3152a5ed69a35a85a616099c8c26e83491b907230e5400c10ba4135025a0|3152a5ed69a35a85a616099c8c26e83491a9076b0ed401c10ba4175125a0|3152a5ed69a35a81a616099c8426e82491e9077b0e5401c10bac135025a0|3152a5ed69a35a85a616099c842ae83491d907ab0f5402c109ac1b5025a8|3152a5ed69a35a85a616099c8426e82491b9076b0ed401410ba4135025a8|3152a5ed69a35a81a616099c842ae8349199072b0ed400c109a41b5125a8|3152a5ed69a35a81a616099c8426e82491c9077b0ed401410bac37512da0|3152a5ed69a35a85a616099c8426e82491c9077b0ed401410bac37502da0
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 011022.mp4,Screen Recording 2026-08-14 011022.mp4,6857957,6.858,True,30.0,184,6.133,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,video8_shot10_jump.mp4,0.4489,3152a5ed69a35a85a616099c8426e82491c907730ed401410bac37512da0|3152a5ed69a35a85a616099c8426e82491e9077b0ed401410bac175125a0|3152a5ed69a35a81a616099c842ee83491c907bb0f5402c109ac1b5125a8|3152a5ed69a35a81a616099c842ae83491d907bb0f5402c109ac1b5125a8|3152a5ed69a35a81a616099c8c26e82c91a9077b0ed401410bac135125a8|3152a5ed69a35a81a616099c8426e81c91a107eb0f5403010bac1b5125a8|3152a5ed69a35a81a616099c8426e81c91a507eb0f5403410bac1b5125a8|3152a5ed69a35a81a616099c8426e81c91a507eb0f5403410bac1b5125a8
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 011040.mp4,Screen Recording 2026-08-14 011040.mp4,7402532,7.403,True,30.0,194,6.467,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,video8_shot10_jump.mp4,0.3756,3152a5ed69a35a81a616099c8426e81c91a507eb0f5403410bac1b5125a8|3152a5ed69a35a81a616099c8426e81c91a507eb0f5403410bac1b5125a8|3152a5ed69a35a81a616099c8426e814919907bb0f5402c10bac3b5125a0|3152a5ed69a35a81a616099c8426e814919907bb0f5402c109ac1b5125a0|3152a5ed69a35a81a616099c8c26e82491b907ab0f5402c109ac135125a8|3152a5ed69a35a81a616099c8426e86c91a906630dd403410bac03512da8|3152a5ed69a35a81a616099c8426e81c91a507eb0f5403410bac1b5125a8|3152a5ed69a35a81a616099c8c26e81c91a507eb0f5403410bac1b5025a8
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 011059.mp4,Screen Recording 2026-08-14 011059.mp4,7891230,7.891,True,30.0,210,7.0,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,video8_shot10_jump.mp4,0.3946,3152a5ed69a35a81a616099c8426e81c91a507eb0f5403410bac1b5025a8|3152a5ed69a35a81a616099c8c26e81c91a507eb0f5403410bac1b5025a8|3152a5ed69e35a81a616099c8c26e81091d907bb0f5403c10bac1b5025a8|3152a5ed69e35a81a616099c8c26e83491f9073b0e5400c109ac1b5025a8|3152a5ed69a35a81a616099c8c26e8349199072b0f5406c109ac1b5025a8|3152a5cd69a35a81a616099c8426e82c91a9076b0ed401410bac335025a8|3152a5ed69a35a81a616099c8426e81481a507eb0f5403010bac1b5025a8|3152a5ed69a35a81a616099c8c26e81481a507eb0f5403210bac1b5025a0
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 011122.mp4,Screen Recording 2026-08-14 011122.mp4,7974477,7.974,True,30.0,212,7.067,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,Screen Recording 2026-08-14 011040.mp4,0.3689,3152a5ed69a35a81a616099c8426e81481a507eb0f5403210bac1b5125a0|3152a5ed69a35a81a616099c8c26e81c81a507eb0f5403210bac1b5125a0|3152a5e969a35a81a616099c8424e81881a907bb0f7403410bac1b5125a0|3152a5ed69a35281a616099c8426e814819907bb0f5402c109ac1b5125a8|3152a5ed69a35a81a616099c8426e810819907bb0f5406c109ac1b5125a8|3152a5ed69a35a81a616099c8426e82c91b9076b0ed405410bac135125a0|3156a5cd69e35a81a616099c8424e81c91ad07eb0f5407410bac1b5125a0|3156a5ed69e35a81a616099c8424e81c91ad07eb0f5407410bac1b5125a0
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 011917.mp4,Screen Recording 2026-08-14 011917.mp4,8404160,8.404,True,30.0,218,7.267,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,video8_shot10_jump.mp4,0.3532,3156a5ed69e35a81a616099c8424e81c91ad07eb0f5407410bac1b5025a0|3156a5ed69e35a81a616099c8424e81891a907bb0ff403410bac1b5125a0|315225ed69a35a81a616099c8426e83491d9073b0f5404c109ac1b5125a0|3152a5ed69a35a81a616099c8426e834919907ab0f5406c109ac1b5125a8|3152a5ed69a35a81a616099c8426e82481a9076b0ed405410bac335125a8|315625ed69a35a81a616099c8416e8cc908905eb09d4034107a41f512da0|315225e969a35a81a616099c8426e85891a906ab0d5407410bac0b5035a0|3152a5e969a35a81a616099c8426e86c8189066b0dd401410bac27502da8
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 011935.mp4,Screen Recording 2026-08-14 011935.mp4,6561531,6.562,True,30.0,167,5.567,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,Screen Recording 2026-08-14 012014.mp4,0.3134,3152a5e969a35a81a616099c8426e86c8189066b0dd401410bac27502da8|3152a5e969a35a81a616099c8426e8288189066b0cd401410bac275125a8|315225e969a35a81a6160994842ce82c91a907730ed401410bac335125a0|315225e969a35a81a616099c8424e82c91a9076b0ed401410bac335125a0|315225e969e35a81a616099c842ee84c9169066b0dd403410bac2b512da0|315225ed69a35a81a616099c8426e8c891a904eb095407410bac1b5025a8|315225ed69a35a81a616099c8426e84891c906fb0d54034107ac0b503da0|315225ed69a35a81a616099c8426e86891c9067b0dd403410bac235025a0
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 011954.mp4,Screen Recording 2026-08-14 011954.mp4,6749056,6.749,True,30.0,176,5.867,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,video8_shot10_jump.mp4,0.3505,315225ed69a35a85a616099c8426e86891c9067b0dd403410bac235125a8|315225ed69a35a81a616099c8426e86891c9067b0dd403410bac235125a0|315225ed69a35a85a616099c8426e82091e9077b0ed405c10bac135125a0|315225ed69a35a81a616099c8c26e834919907bb0f5406c109ac3b5125a8|315225ed69a35a81a616099c8c26e8249199077b0e5405c10bac135125a8|315225ed69a35a81a616099c8c26e8dc91b904fb095407410bac1b5125a0|315225ed69a35a81a616099c8c26e86c91b906fb0dd4034107ac0f511da8|315225ed69a35a81a616099c8c26e86c91b906fb0dd4034107ac0f511da8
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 012014.mp4,Screen Recording 2026-08-14 012014.mp4,6546672,6.547,True,30.0,171,5.7,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,Screen Recording 2026-08-14 011935.mp4,0.3134,315225ed69a35a81a61609948c2ee82c91b9077b0ed401410bac335125a8|315225ed69a35a81a61609948c2ee82c91b9077b0ed401410bac335125a8|315225ed69a35a81a61609948c2ee82c91b9077b0ed401410bac335125a8|3152a5ed69a35a81a616099c8c26e82491a9077b0ed401410bac335125a8|315225ed69a35a81a616099c8c2ee84c916906f30dd403410bac2b5115a0|315225ed69a35a81a616099c8c26e89c812905fb0f540f411bac3b5125a8|315225ed69a35a81a616099c8c26e8dc81b904eb095407410bac0b5125a8|315225ed69a35a81a616099c8c26e8dc81b904fb095407410bac0b5035a8
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 012033.mp4,Screen Recording 2026-08-14 012033.mp4,7054283,7.054,True,30.0,191,6.367,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,Screen Recording 2026-08-14 020348.mp4,0.252,315225ed69a35a81a616099c8c26e8dc81b904eb095407410bac0b5125a8|315225ed69a35a81a616099c8c26e8dc81b904eb095407410bac0b5125a8|315225ed69a35a81a616099c8c26e86c81b9066b0cd401410bac275125a8|315225ed69a35a81a61609948c2ee82c81a9076b0ed401410bac335125a8|315225ed69a35a81a616099c8c26e8488129067b0dd403410bac2b512da8|315225e969a35a81a616099c8426e858916906fb0dd4034107ac2b5135a0|315225e969a35a81a616099c8126ea0891a907fb0f5407410bac1b5125a0|315225e969a35a81a616099c8926ea0891a907fb0fd407410bac1b5125a0
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 012053.mp4,Screen Recording 2026-08-14 012053.mp4,6791218,6.791,True,30.0,177,5.9,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,Screen Recording 2026-08-14 005827.mp4,0.2866,315225e969a35a81a616099c8426e8d481e904fb0bd407410bac0b5025a0|315225e969a35a81a616099c8426e8d481e904fb0bd407410bac0b5125a8|315225e969a35a81a616099c8426e844818906fb0dd4034107ac0b5125a8|315225e969a35a81a6160994842ee86c81a9077b0ed401410bac37512da0|315225e969a35a81a616099c8c26e86c81a9067b0dd401410bac0b512da0|315225e969a35281a616099c8426e84c916906fb0dd4034107ac2b5135a8|315225ed69a35a81a616099c8426e84891a906fb0dd4034107ac0b5125a8|315225ed69a35a81a616099c8426e84891a906fb0dd4034107ac0b5125a8
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 012526.mp4,Screen Recording 2026-08-14 012526.mp4,6537370,6.537,True,30.0,170,5.667,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,Screen Recording 2026-08-14 004215.mp4,0.1963,315225c969a35a81a616099c8c26e81481b907eb0fd407210b6c1b5125a0|315225c969a35a81a616099c8c26e81481b907eb0fd407210b6c3b5125a0|315225c969a35a81a616099c8c26e81481b507eb0fd407210b6c3b5125a0|315625e969a35281a616099c8424e81c81a507eb0fd407210b6c1b5125a0|315225e969a35a81a616099c8c26e81c81a507eb0fd407210b6c1b5025a0|3152a5ed69a35a81a616099c8c26e85c81b507eb0fd407210b641b5025a8|3152a5ed69a35a81a616099c8c26e85c81b507eb0fd407210b641b5025a8|315225ed69a35a81a616099c8c26e85c81b507eb0fd407210b641b5125a8
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 012651.mp4,Screen Recording 2026-08-14 012651.mp4,6123468,6.123,True,30.0,159,5.3,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,Screen Recording 2026-08-14 005724.mp4,0.2371,315225e969a35a81a616099c8c26e81a81a907f30fd407410bac1b5125a0|315225e969a35a81a616099c8c26e81a81a907f30fd407410bac1b5125a8|315225e969a35a81a616099c8426681a81a907f30fc407410bac1b5125a8|315225e969a35a81a616099c8424681a81a907fb0fd407410bac1b5125a0|315225e969a35a81a616099c8424681a81a907f30fd407410bac3b5125a0|315225c969a35a81a616099c8c26e81481b507eb0fd407210b6c3b5125a0|315225c969a35a81a616099c8c26e81481b507eb0fd407210b6c3b5125a0|315225c969a35a81a616099c8c26e81481b507eb0fd407210b6c1b5025a8
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 013549.mp4,Screen Recording 2026-08-14 013549.mp4,7777288,7.777,True,30.0,202,6.733,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,Screen Recording 2026-08-14 013643.mp4,0.2902,b98935312ce56952d4d3a666d85e04ba69d6839907720ad584a62b285698|b98935312ce56952d4d3a666d85e04ba69f6839907320ad585a62b285698|b98935312ce56952d4d3a666d85e04be69f6839907320ad485a62b285698|b98935312ce56952d4d3a666d85e04ba69d683d907320ad484a62b285698|b98935312ce56952d4d3a666d85e04ba69de83d907b20ad584a62b285698|b98935312ce56952d4d3a666d95e04ba69de83d907b20ad584a62b285698|998935312ce56952d4d3a666d85e04ba69f6839907720ad585a62b2856d8|998935312ce56952d4d3a666d85e04ba69f6839907720ad585a62b285698
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 013608.mp4,Screen Recording 2026-08-14 013608.mp4,9696485,9.696,True,30.0,253,8.433,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,Screen Recording 2026-08-14 013717.mp4,0.3194,b98935312ce56952d4d3a666d85e04ba69f6839907720ad585a62b285698|998935312ce56952d4d3a666d85e04ba69f6839907720a9595a62b2856d8|998935312ce56952d4d3a666d85e04ba69f6839907720a9495a62b2856d8|998935312ce56952d4d3a666d85e04ba69f6839907320ad495a62b285698|b98935312ce56952d4d3a666d85e04be69f6839907320ad585a62b285698|b98935312ce56952d4d3a666d85e04ba69de83d907320ad484a62b285698|b9893531ace56952d4d3a666d85e04ba6bd683d907720ad584a62b285698|998935312ce56952d4d3a266d85e04be69f6839907220ad485a62b2856d8
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 013626.mp4,Screen Recording 2026-08-14 013626.mp4,8252752,8.253,True,30.0,217,7.233,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,Screen Recording 2026-08-14 013804.mp4,0.2323,b98935312ce56952d4d3a266d85e04be69f6839907220ad485a62b285698|b98935312ce56952d4d3a266d85e04be69f6839907220ad485a62b285698|b98935312ce56952d4d3a666d85e04fe69f6839907220ad585a62b285698|b98935312ce56952d4d3a666d85e04be69f6839907220ad485a62b285698|b98935312ce56952d4d3a664d85e04ba69de83d907b20ad484a62b285698|b98935312cc56932d4d3a666d85e04ba69de82d907320ad484a62b285698|b98935312ce56952d4d3a666d85e04be69f6839907220ad495a62b285698|998935312ce56952d4d3a666d85e04be69f6839907220ad595a62b2856d8
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 013643.mp4,Screen Recording 2026-08-14 013643.mp4,7665731,7.666,True,30.0,202,6.733,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,Screen Recording 2026-08-14 013717.mp4,0.4133,998935312ce56952d4d3a666d85e04be69f6839907220ad495a62b2856d8|b98935312ce56952d4d3a666d85e04be68f6839907220ad495a62b285698|b98935712ce56952d4d3a666d85e04be69f6839907220ad595a62b285698|b98935312ce56952d4d3a666d85e04be69f6829907220ad595a62b285698|b98935312ce56952d4d3a666d85e04ba69fe83d907720ad484a62b285698|b98935312ce56952d4d3a666d85e04ba69d6839907720ad584a62b285698|b98935312ce56952d4d3a666d85e04ba69f6839907620ad585a62b285698|998935312ce56952d4d3a666d85e04ba69f6839907620ad585a62b285698
